variant_id	DIFF_LOG2_data1	DIFF_LOG2_data2	CHR	POS1	POS2	transcription_factor_data1	haplotype1_data1	haplotype2_data1	HMAX_data1	transcription_factor_data2	haplotype1_data2	haplotype2_data2	HMAX_data2	LENGTH	Unnamed: 0	btwn_lines	GENOME	prediction_quality
chr7_6516462_6516588	1.943	0.002	chr7	6516462	6516588	CTCF_ENCSR000DKV	13.0	50.0	50	CTCF	10833.0	10817.014	10833.0	126	1238	0	GM12878	bad
chr7_6516462_6516588	1.241	0.002	chr7	6516462	6516588	CTCF_ENCSR000DRZ	11.0	26.0	26	CTCF	10833.0	10817.014	10833.0	126	841	0	GM12878	bad
chr7_74993935_74994145	2.503	-0.054	chr7	74993935	74994145	CTCF	3.0	17.0	17	CTCF	1130.037	1173.5	1173.5	210	4017	0	HepG2	bad
chr7_76166404_76167034	-3.17	-0.023	chr7	76166404	76167034	CTCF	27.0	3.0	27	CTCF	614.516	624.5	624.5	630	4019	0	HepG2	bad
chr7_77416022_77416528	-1.474	-0.004	chr7	77416022	77416528	CTCF	25.0	9.0	25	CTCF	1178.003	1181.0	1181.0	506	4026	0	HepG2	bad
chr7_8036052_8036134	-1.354	-0.08	chr7	8036052	8036134	CTCF_ENCSR000DRZ	23.0	9.0	23	CTCF	6242.058	6600.0	6600.0	82	843	0	GM12878	bad
chr7_85750521_85750603	-1.254	-0.335	chr7	85750521	85750603	CTCF_ENCSR000DKV	31.0	13.0	31	CTCF	6914.205	8724.0	8724.0	82	1244	1	GM12878	good
chr7_87318651_87319271	-2.202	-0.042	chr7	87318651	87319271	CTCF	23.0	5.0	23	CTCF	784.029	807.0	807.0	620	4036	0	HepG2	bad
chr7_87875997_87876865	-1.429	0.002	chr7	87875997	87876865	CTCF	35.0	13.0	35	CTCF	1219.0	1217.002	1219.0	868	4037	0	HepG2	bad
chr7_95687892_95687989	2.395	-0.041	chr7	95687892	95687989	CTCF	23.0	121.0	121	CTCF	7256.028	7465.0	7465.0	97	4048	0	HepG2	bad
chr7_98013534_98013680	-6.222	-0.033	chr7	98013534	98013680	CTCF	224.0	3.0	224	CTCF	8245.021	8437.0	8437.0	146	4056	0	HepG2	bad
chr7_98168674_98168836	1.585	0.613	chr7	98168674	98168836	CTCF_ENCSR000DKV	8.0	24.0	24	CTCF	8440.0	5517.341	8440.0	162	1248	1	GM12878	good
chr7_98168674_98168836	1.415	0.613	chr7	98168674	98168836	CTCF_ENCSR000DRZ	6.0	16.0	16	CTCF	8440.0	5517.341	8440.0	162	847	1	GM12878	good
chr8_102653727_102654379	-4.858	-0.005	chr8	102653727	102654379	CTCF	29.0	1.0	29	CTCF	938.504	942.0	942.0	652	4069	0	HepG2	bad
chr8_103125076_103125118	-1.848	-2.341	chr8	103125076	103125118	CTCF_ENCSR000AKB	18.0	5.0	18	CTCF	1555.803	7885.0	7885.0	42	508	1	GM12878	good
chr8_103125076_103125118	-2.1	-2.341	chr8	103125076	103125118	CTCF_ENCSR000DKV	30.0	7.0	30	CTCF	1555.803	7885.0	7885.0	42	1251	1	GM12878	good
chr8_103125076_103125118	-2.415	-2.341	chr8	103125076	103125118	CTCF_ENCSR000DRZ	16.0	3.0	16	CTCF	1555.803	7885.0	7885.0	42	849	1	GM12878	good
chr8_106081112_106081260	-1.263	-0.386	chr8	106081112	106081260	CTCF_ENCSR000DKV	36.0	15.0	36	CTCF	6509.234	8506.0	8506.0	148	1252	1	GM12878	good
chr8_111416211_111416420	1.663	0.083	chr8	111416211	111416420	CTCF	6.0	19.0	19	CTCF	2316.0	2186.057	2316.0	209	4080	0	HepG2	bad
chr8_116447931_116448140	-1.848	0.006	chr8	116447931	116448140	CTCF	18.0	5.0	18	CTCF	4136.0	4119.503	4136.0	209	4084	0	HepG2	bad
chr8_123434751_123434960	-1.737	-1.694	chr8	123434751	123434960	CTCF	20.0	6.0	20	CTCF	835.19	2702.5	2702.5	209	4100	1	HepG2	good
chr8_124426102_124426248	1.566	0.029	chr8	124426102	124426248	CTCF	50.0	148.0	148	CTCF	8864.0	8688.013	8864.0	146	4104	0	HepG2	bad
chr8_125644619_125644769	-1.459	0.0	chr8	125644619	125644769	CTCF_ENCSR000AKB	22.0	8.0	22	CTCF	8072.0	8070.997	8072.0	150	513	0	GM12878	bad
chr8_12659496_12659574	4.883	0.057	chr8	12659496	12659574	CTCF	4.0	118.0	118	CTCF	6856.0	6592.042	6856.0	78	4110	0	HepG2	bad
chr8_12665354_12665916	-5.209	0.007	chr8	12665354	12665916	CTCF	37.0	1.0	37	CTCF	1241.0	1235.005	1241.0	562	4111	0	HepG2	bad
chr8_126824493_126824729	-1.17	-0.017	chr8	126824493	126824729	CTCF_ENCSR000DKV	36.0	16.0	36	CTCF	8622.008	8724.0	8724.0	236	1260	0	GM12878	bad
chr8_126824493_126824729	-1.392	-0.017	chr8	126824493	126824729	CTCF_ENCSR000DRZ	21.0	8.0	21	CTCF	8622.008	8724.0	8724.0	236	858	0	GM12878	bad
chr8_134538314_134538362	2.561	2.766	chr8	134538314	134538362	CTCF	10.0	59.0	59	CTCF	4433.5	651.853	4433.5	48	4123	1	HepG2	good
chr8_13461031_13461240	-1.093	-0.045	chr8	13461031	13461240	CTCF	32.0	15.0	32	CTCF	699.031	721.0	721.0	209	4124	0	HepG2	bad
chr8_13655201_13655271	-1.472	-0.601	chr8	13655201	13655271	CTCF	86.0	31.0	86	CTCF	3536.842	5365.0	5365.0	70	4129	1	HepG2	good
chr8_137492965_137493109	-1.17	0.04	chr8	137492965	137493109	CTCF_ENCSR000DKV	45.0	20.0	45	CTCF	7664.0	7456.024	7664.0	144	1267	0	GM12878	bad
chr8_137492965_137493109	-1.737	0.04	chr8	137492965	137493109	CTCF_ENCSR000DRZ	20.0	6.0	20	CTCF	7664.0	7456.024	7664.0	144	862	0	GM12878	bad
chr8_19779667_19779765	2.524	-0.063	chr8	19779667	19779765	CTCF_ENCSR000DRZ	4.0	23.0	23	CTCF	9187.043	9598.0	9598.0	98	867	0	GM12878	bad
chr8_28601071_28601280	-2.415	0.013	chr8	28601071	28601280	CTCF	16.0	3.0	16	CTCF	1263.0	1252.009	1263.0	209	4182	0	HepG2	bad
chr8_32549021_32549319	2.392	0.032	chr8	32549021	32549319	CTCF_ENCSR000AKB	4.0	21.0	21	CTCF	1742.0	1704.021	1742.0	298	521	0	GM12878	bad
chr8_32554834_32554908	1.054	-0.17	chr8	32554834	32554908	CTCF_ENCSR000DRZ	13.0	27.0	27	CTCF	6613.617	7440.5	7440.5	74	870	1	GM12878	good
chr8_38060001_38060410	2.585	-0.047	chr8	38060001	38060410	CTCF	6.0	36.0	36	CTCF	715.907	739.375	739.375	409	4199	0	HepG2	bad
chr8_39995776_39995932	-3.233	0.04	chr8	39995776	39995932	CTCF	94.0	10.0	94	CTCF	8574.0	8338.028	8574.0	156	4203	0	HepG2	bad
chr8_41390021_41390079	-3.358	-2.645	chr8	41390021	41390079	CTCF	41.0	4.0	41	CTCF	396.465	2480.25	2480.25	58	4207	1	HepG2	good
chr8_41828406_41829232	3.755	-0.014	chr8	41828406	41829232	CTCF	4.0	54.0	54	CTCF	4541.01	4586.0	4586.0	826	4212	0	HepG2	bad
chr8_54551818_54551952	-2.193	-0.085	chr8	54551818	54551952	CTCF_ENCSR000AKB	32.0	7.0	32	CTCF	7895.056	8376.0	8376.0	134	523	0	GM12878	bad
chr8_62165423_62165557	1.051	0.059	chr8	62165423	62165557	CTCF	14.0	29.0	29	CTCF	1299.0	1246.539	1299.0	134	4224	1	HepG2	good
chr8_62165423_62165557	1.051	0.059	chr8	62165423	62165557	CTCF	14.0	29.0	29	CTCF	1299.0	1246.539	1299.0	134	4224	0	HepG2	bad
chr8_72155323_72155411	-2.23	0.047	chr8	72155323	72155411	CTCF	122.0	26.0	122	CTCF	8968.0	8678.036	8968.0	88	4240	0	HepG2	bad
chr8_8670684_8670802	-2.7	0.008	chr8	8670684	8670802	CTCF_ENCSR000DKV	26.0	4.0	26	CTCF	10662.0	10602.008	10662.0	118	1296	0	GM12878	bad
chr8_8670684_8670802	-2.737	0.008	chr8	8670684	8670802	CTCF_ENCSR000DRZ	20.0	3.0	20	CTCF	10662.0	10602.008	10662.0	118	879	0	GM12878	bad
chr8_88898936_88899014	-1.83	-1.262	chr8	88898936	88899014	CTCF	32.0	9.0	32	CTCF	1315.959	3155.0	3155.0	78	4253	1	HepG2	good
chr8_90610631_90610840	-4.087	0.003	chr8	90610631	90610840	CTCF	17.0	1.0	17	CTCF	219.0	218.502	219.0	209	4256	0	HepG2	bad
chr8_95225679_95225743	-1.415	-0.068	chr8	95225679	95225743	CTCF	32.0	12.0	32	CTCF	1059.046	1110.0	1110.0	64	4259	0	HepG2	bad
chr8_96227342_96227462	-1.837	0.002	chr8	96227342	96227462	CTCF_ENCSR000DKV	25.0	7.0	25	CTCF	7169.0	7159.003	7169.0	120	1300	0	GM12878	bad
chr8_96493453_96493991	1.363	0.018	chr8	96493453	96493991	CTCF	7.0	18.0	18	CTCF	903.5	892.013	903.5	538	4263	0	HepG2	bad
chr8_97582577_97582759	3.459	0.046	chr8	97582577	97582759	CTCF_ENCSR000DKV	3.0	33.0	33	CTCF	8662.0	8391.033	8662.0	182	1302	0	GM12878	bad
chr8_97582577_97582759	3.392	0.046	chr8	97582577	97582759	CTCF_ENCSR000DRZ	2.0	21.0	21	CTCF	8662.0	8391.033	8662.0	182	882	0	GM12878	bad
chr9_105447874_105448096	2.048	1.153	chr9	105447874	105448096	CTCF	37.0	153.0	153	CTCF	5826.0	2620.551	5826.0	222	4271	1	HepG2	good
chr9_105447879_105448087	-1.624	-1.666	chr9	105447879	105448087	CTCF_ENCSR000DKV	37.0	12.0	37	CTCF	1914.684	6078.0	6078.0	208	1309	1	GM12878	good
chr9_108869208_108869426	-1.087	0.038	chr9	108869208	108869426	CTCF	17.0	8.0	17	CTCF	860.0	837.526	860.0	218	4275	0	HepG2	bad
chr9_113112246_113113056	-4.443	-0.011	chr9	113112246	113113056	CTCF	87.0	4.0	87	CTCF	1051.007	1059.0	1059.0	810	4280	0	HepG2	bad
chr9_120612331_120612540	1.322	-0.024	chr9	120612331	120612540	CTCF	8.0	20.0	20	CTCF	3171.016	3225.0	3225.0	209	4292	0	HepG2	bad
chr9_120755885_120756121	-7.248	-0.01	chr9	120755885	120756121	CTCF	152.0	1.0	152	CTCF	8328.005	8388.0	8388.0	236	4293	0	HepG2	bad
chr9_123324883_123325089	1.087	0.18	chr9	123324883	123325089	CTCF	8.0	17.0	17	CTCF	1174.0	1036.117	1174.0	206	4296	1	HepG2	good
chr9_129568669_129568989	-4.858	-0.004	chr9	129568669	129568989	CTCF	29.0	1.0	29	CTCF	1306.003	1310.0	1310.0	320	4321	0	HepG2	bad
chr9_130519391_130519409	1.109	0.189	chr9	130519391	130519409	CTCF	32.0	69.0	69	CTCF	965.0	846.623	965.0	18	4325	1	HepG2	good
chr9_132575170_132575250	1.663	0.056	chr9	132575170	132575250	CTCF_ENCSR000DRZ	6.0	19.0	19	CTCF	10306.0	9914.039	10306.0	80	898	0	GM12878	bad
chr9_132848781_132848799	-1.459	-1.693	chr9	132848781	132848799	CTCF	22.0	8.0	22	CTCF	872.191	2821.0	2821.0	18	4329	1	HepG2	good
chr9_134267425_134267579	1.445	0.001	chr9	134267425	134267579	CTCF	54.0	147.0	147	CTCF	3434.5	3431.001	3434.5	154	4341	0	HepG2	bad
chr9_136766181_136766803	-3.386	0.036	chr9	136766181	136766803	CTCF	230.0	22.0	230	CTCF	898.0	876.025	898.0	622	4353	0	HepG2	bad
chr9_136788643_136789347	1.737	0.012	chr9	136788643	136789347	CTCF	6.0	20.0	20	CTCF	667.5	662.008	667.5	704	4354	0	HepG2	bad
chr9_137118581_137119091	4.7	0.004	chr9	137118581	137119091	CTCF	1.0	26.0	26	CTCF	2441.0	2435.002	2441.0	510	4361	0	HepG2	bad
chr9_137176711_137176759	2.459	0.095	chr9	137176711	137176759	CTCF_ENCSR000DRZ	4.0	22.0	22	CTCF	5279.0	4942.067	5279.0	48	902	0	GM12878	bad
chr9_138179121_138179330	1.585	0.004	chr9	138179121	138179330	CTCF	10.0	30.0	30	CTCF	710.625	708.628	710.625	209	4364	0	HepG2	bad
chr9_17063696_17063774	-1.143	0.003	chr9	17063696	17063774	CTCF	106.0	48.0	106	CTCF	7523.0	7508.007	7523.0	78	4373	0	HepG2	bad
chr9_17116505_17116589	-1.478	0.061	chr9	17116505	17116589	CTCF	39.0	14.0	39	CTCF	3342.0	3203.04	3342.0	84	4374	0	HepG2	bad
chr9_1732831_1732931	1.193	1.307	chr9	1732831	1732931	CTCF_ENCSR000AKB	7.0	16.0	16	CTCF	5684.0	2296.596	5684.0	100	535	1	GM12878	good
chr9_1732831_1732931	1.503	1.307	chr9	1732831	1732931	CTCF_ENCSR000DRZ	6.0	17.0	17	CTCF	5684.0	2296.596	5684.0	100	906	1	GM12878	good
chr9_17531744_17531886	-5.426	0.007	chr9	17531744	17531886	CTCF	43.0	1.0	43	CTCF	6212.0	6184.009	6212.0	142	4376	0	HepG2	bad
chr9_20941237_20941311	1.363	0.05	chr9	20941237	20941311	CTCF_ENCSR000DKV	14.0	36.0	36	CTCF	9527.0	9201.039	9527.0	74	1336	0	GM12878	bad
chr9_20941237_20941311	2.663	0.05	chr9	20941237	20941311	CTCF_ENCSR000DRZ	3.0	19.0	19	CTCF	9527.0	9201.039	9527.0	74	909	0	GM12878	bad
chr9_2469681_2469890	2.152	-0.01	chr9	2469681	2469890	CTCF	9.0	40.0	40	CTCF	2024.132	2038.125	2038.125	209	4389	0	HepG2	bad
chr9_3135071_3135480	-3.459	-2.663	chr9	3135071	3135480	CTCF	33.0	3.0	33	CTCF	319.842	2025.75	2025.75	409	4392	1	HepG2	good
chr9_34664466_34664544	-1.087	0.005	chr9	34664466	34664544	CTCF_ENCSR000DRZ	34.0	16.0	34	CTCF	12324.0	12278.001	12324.0	78	912	0	GM12878	bad
chr9_35096036_35096640	-6.044	-0.011	chr9	35096036	35096640	CTCF	66.0	1.0	66	CTCF	3511.008	3537.0	3537.0	604	4405	0	HepG2	bad
chr9_36141451_36141660	1.273	0.33	chr9	36141451	36141660	CTCF	24.0	58.0	58	CTCF	2531.5	2014.206	2531.5	209	4409	1	HepG2	good
chr9_38672522_38672616	-0.515	-1.151	chr9	38672522	38672616	CTCF_ENCSR000DKV	20.0	14.0	20	CTCF	4815.551	10696.0	10696.0	94	1344	1	GM12878	good
chr9_38672522_38672616	-2.138	-1.151	chr9	38672522	38672616	CTCF_ENCSR000DRZ	22.0	5.0	22	CTCF	4815.551	10696.0	10696.0	94	915	1	GM12878	good
chr9_4117897_4117935	-3.059	-3.336	chr9	4117897	4117935	CTCF_ENCSR000DKV	25.0	3.0	25	CTCF	515.901	5211.0	5211.0	38	1345	1	GM12878	good
chr9_42743577_42743773	1.248	0.011	chr9	42743577	42743773	CTCF_ENCSR000DKV	8.0	19.0	19	CTCF	10452.0	10374.005	10452.0	196	1346	0	GM12878	bad
chr9_4762041_4762937	-1.322	-0.019	chr9	4762041	4762937	CTCF_ENCSR000AKB	20.0	8.0	20	CTCF	638.013	646.5	646.5	896	540	0	GM12878	bad
chr9_7319011_7319220	-2.737	-2.247	chr9	7319011	7319220	CTCF	20.0	3.0	20	CTCF	316.289	1501.0	1501.0	209	4434	1	HepG2	good
chr9_75083296_75083494	-1.165	-0.241	chr9	75083296	75083494	CTCF	74.0	33.0	74	CTCF	1957.654	2314.0	2314.0	198	4438	1	HepG2	good
chr9_83817265_83818105	3.322	0.069	chr9	83817265	83818105	CTCF	2.0	20.0	20	CTCF	1397.0	1332.048	1397.0	840	4447	0	HepG2	bad
chr9_88741522_88741560	-1.078	-1.532	chr9	88741522	88741560	CTCF_ENCSR000DKV	19.0	9.0	19	CTCF	1582.154	4575.0	4575.0	38	1359	1	GM12878	good
chr9_90895392_90895484	-1.644	-0.058	chr9	90895392	90895484	CTCF	25.0	8.0	25	CTCF	4175.042	4346.0	4346.0	92	4462	0	HepG2	bad
chr9_92729406_92729618	2.524	3.264	chr9	92729406	92729618	CTCF_ENCSR000AKB	4.0	23.0	23	CTCF	5387.0	560.896	5387.0	212	544	1	GM12878	good
chr9_92729406_92729618	3.624	3.264	chr9	92729406	92729618	CTCF_ENCSR000DKV	3.0	37.0	37	CTCF	5387.0	560.896	5387.0	212	1361	1	GM12878	good
chr9_92729406_92729618	3.807	3.264	chr9	92729406	92729618	CTCF_ENCSR000DRZ	2.0	28.0	28	CTCF	5387.0	560.896	5387.0	212	927	1	GM12878	good
chr9_96317460_96317590	-1.585	-0.052	chr9	96317460	96317590	CTCF_ENCSR000AKB	21.0	7.0	21	CTCF	10638.027	11030.0	11030.0	130	545	0	GM12878	bad
chr9_96317460_96317590	-2.624	-0.052	chr9	96317460	96317590	CTCF_ENCSR000DKV	37.0	6.0	37	CTCF	10638.027	11030.0	11030.0	130	1363	0	GM12878	bad
chr9_96317460_96317590	-2.874	-0.052	chr9	96317460	96317590	CTCF_ENCSR000DRZ	44.0	6.0	44	CTCF	10638.027	11030.0	11030.0	130	929	0	GM12878	bad
chr9_97901009_97901441	2.087	-0.013	chr9	97901009	97901441	CTCF_ENCSR000AKB	4.0	17.0	17	CTCF	5205.006	5251.0	5251.0	432	547	0	GM12878	bad
chr9_97901009_97901441	2.585	-0.013	chr9	97901009	97901441	CTCF_ENCSR000DKV	4.0	24.0	24	CTCF	5205.006	5251.0	5251.0	432	1365	0	GM12878	bad
chr10_102669851_102670060	-3.087	-4.374	chr10	102669851	102670060	CTCF_ENCSR000DRZ	17.0	2.0	17	CTCF	315.952	6552.0	6552.0	209	89	1	GM12878	good
chr10_108784090_108784162	1.807	-0.0	chr10	108784090	108784162	CTCF_ENCSR000DKV	6.0	21.0	21	CTCF	6637.999	6639.0	6639.0	72	128	0	GM12878	bad
chr10_108784090_108784162	2.503	-0.0	chr10	108784090	108784162	CTCF_ENCSR000DRZ	3.0	17.0	17	CTCF	6637.999	6639.0	6639.0	72	91	0	GM12878	bad
chr10_109838961_109839170	-1.044	-0.516	chr10	109838961	109839170	CTCF	33.0	16.0	33	CTCF	2086.8	2984.0	2984.0	209	443	1	HepG2	good
chr10_110567083_110567879	4.585	-0.015	chr10	110567083	110567879	CTCF	1.0	24.0	24	CTCF	341.76	345.25	345.25	796	447	0	HepG2	bad
chr10_110746464_110746628	-4.0	-0.066	chr10	110746464	110746628	CTCF_ENCSR000DRZ	16.0	1.0	16	CTCF	8394.043	8786.0	8786.0	164	93	0	GM12878	bad
chr10_112022331_112022540	1.152	0.048	chr10	112022331	112022540	CTCF	9.0	20.0	20	CTCF	1930.5	1867.531	1930.5	209	451	0	HepG2	bad
chr10_112140124_112140636	-1.356	-0.038	chr10	112140124	112140636	CTCF	64.0	25.0	64	CTCF	7762.023	7970.0	7970.0	512	452	0	HepG2	bad
chr10_113563572_113563662	1.042	-0.002	chr10	113563572	113563662	CTCF_ENCSR000AKB	17.0	35.0	35	CTCF	13595.001	13618.0	13618.0	90	55	0	GM12878	bad
chr10_113679725_113679977	-1.152	0.019	chr10	113679725	113679977	CTCF_ENCSR000DKV	20.0	9.0	20	CTCF	4830.0	4768.007	4830.0	252	132	0	GM12878	bad
chr10_116521473_116521887	1.585	0.0	chr10	116521473	116521887	CTCF_ENCSR000AKB	7.0	21.0	21	CTCF	7412.0	7412.0	7412.0	414	56	0	GM12878	bad
chr10_116521473_116521887	1.652	0.0	chr10	116521473	116521887	CTCF_ENCSR000DKV	7.0	22.0	22	CTCF	7412.0	7412.0	7412.0	414	133	0	GM12878	bad
chr10_116521473_116521887	2.248	0.0	chr10	116521473	116521887	CTCF_ENCSR000DRZ	4.0	19.0	19	CTCF	7412.0	7412.0	7412.0	414	95	0	GM12878	bad
chr10_119149872_119149969	-2.022	-2.63	chr10	119149872	119149969	CTCF	65.0	16.0	65	CTCF	517.339	3201.75	3201.75	97	465	1	HepG2	good
chr10_122344872_122344944	1.193	-0.031	chr10	122344872	122344944	CTCF	7.0	16.0	16	CTCF	667.521	682.0	682.0	72	476	0	HepG2	bad
chr10_124532178_124532373	-1.406	-0.488	chr10	124532178	124532373	CTCF	53.0	20.0	53	CTCF	2886.788	4050.0	4050.0	195	482	1	HepG2	good
chr10_124992642_124992770	1.415	-0.042	chr10	124992642	124992770	CTCF_ENCSR000DKV	6.0	16.0	16	CTCF	8762.025	9022.0	9022.0	128	141	0	GM12878	bad
chr10_127854110_127854230	-1.603	-0.043	chr10	127854110	127854230	CTCF	237.0	78.0	237	CTCF	9114.033	9390.0	9390.0	120	490	0	HepG2	bad
chr10_132794171_132794380	2.474	0.017	chr10	132794171	132794380	CTCF	9.0	50.0	50	CTCF	2080.0	2056.01	2080.0	209	499	0	HepG2	bad
chr10_133143987_133144209	1.883	-0.008	chr10	133143987	133144209	CTCF	64.0	236.0	236	CTCF	8412.014	8460.0	8460.0	222	500	0	HepG2	bad
chr10_133247114_133247196	-1.152	-1.095	chr10	133247114	133247196	CTCF_ENCSR000DRZ	20.0	9.0	20	CTCF	2256.532	4819.5	4819.5	82	107	1	GM12878	good
chr10_133608977_133609093	-1.874	0.044	chr10	133608977	133609093	CTCF	66.0	18.0	66	CTCF	1272.5	1234.531	1272.5	116	501	0	HepG2	bad
chr10_13415070_13415222	-1.06	-0.082	chr10	13415070	13415222	CTCF	148.0	71.0	148	CTCF	5495.052	5815.0	5815.0	152	502	1	HepG2	good
chr10_13415070_13415222	-1.06	-0.082	chr10	13415070	13415222	CTCF	148.0	71.0	148	CTCF	5495.052	5815.0	5815.0	152	502	0	HepG2	bad
chr10_14560425_14560491	-1.503	-1.007	chr10	14560425	14560491	CTCF_ENCSR000DKV	17.0	6.0	17	CTCF	1937.504	3893.0	3893.0	66	149	1	GM12878	good
chr10_14991479_14991617	6.615	0.005	chr10	14991479	14991617	CTCF	1.0	98.0	98	CTCF	5852.0	5831.001	5852.0	138	508	0	HepG2	bad
chr10_16777544_16777678	-6.19	-0.025	chr10	16777544	16777678	CTCF	73.0	1.0	73	CTCF	5998.521	6102.5	6102.5	134	513	0	HepG2	bad
chr10_23067933_23068611	-2.363	0.022	chr10	23067933	23068611	CTCF	72.0	14.0	72	CTCF	1034.0	1018.015	1034.0	678	523	0	HepG2	bad
chr10_27155190_27155380	1.087	0.039	chr10	27155190	27155380	CTCF	8.0	17.0	17	CTCF	1016.0	989.027	1016.0	190	529	0	HepG2	bad
chr10_29449156_29449250	-4.322	-0.003	chr10	29449156	29449250	CTCF_ENCSR000AKB	20.0	1.0	20	CTCF	13838.002	13870.0	13870.0	94	64	0	GM12878	bad
chr10_29449156_29449250	-5.492	-0.003	chr10	29449156	29449250	CTCF_ENCSR000DKV	45.0	1.0	45	CTCF	13838.002	13870.0	13870.0	94	155	0	GM12878	bad
chr10_29449156_29449250	-4.524	-0.003	chr10	29449156	29449250	CTCF_ENCSR000DRZ	23.0	1.0	23	CTCF	13838.002	13870.0	13870.0	94	113	0	GM12878	bad
chr10_30591321_30591421	1.28	0.0	chr10	30591321	30591421	CTCF_ENCSR000DKV	7.0	17.0	17	CTCF	9088.0	9085.003	9088.0	100	156	0	GM12878	bad
chr10_30751999_30752083	-1.459	-0.932	chr10	30751999	30752083	CTCF_ENCSR000DKV	33.0	12.0	33	CTCF	7131.473	13610.0	13610.0	84	159	1	GM12878	good
chr10_31320812_31320988	-4.248	-0.073	chr10	31320812	31320988	CTCF	19.0	1.0	19	CTCF	1133.049	1192.0	1192.0	176	541	0	HepG2	bad
chr10_31808725_31808907	1.322	-0.026	chr10	31808725	31808907	CTCF_ENCSR000DKV	8.0	20.0	20	CTCF	5361.02	5457.0	5457.0	182	160	0	GM12878	bad
chr10_31862289_31862721	-2.807	-0.002	chr10	31862289	31862721	CTCF	28.0	4.0	28	CTCF	3063.501	3067.0	3067.0	432	542	0	HepG2	bad
chr10_32005125_32005199	-1.064	-0.101	chr10	32005125	32005199	CTCF_ENCSR000AKB	23.0	11.0	23	CTCF	5915.072	6346.0	6346.0	74	68	1	GM12878	good
chr10_38402726_38403306	4.248	-0.04	chr10	38402726	38403306	CTCF	1.0	19.0	19	CTCF	1377.027	1416.0	1416.0	580	549	0	HepG2	bad
chr10_3890101_3890229	-3.0	0.013	chr10	3890101	3890229	CTCF	16.0	2.0	16	CTCF	630.25	624.759	630.25	128	550	0	HepG2	bad
chr10_41881704_41881997	-2.392	0.009	chr10	41881704	41881997	CTCF	21.0	4.0	21	CTCF	95.875	95.256	95.875	293	551	0	HepG2	bad
chr10_42866787_42866959	5.812	0.052	chr10	42866787	42866959	CTCF	5.0	281.0	281	CTCF	9620.0	9280.042	9620.0	172	552	0	HepG2	bad
chr10_42866813_42866901	-2.939	-0.064	chr10	42866813	42866901	CTCF_ENCSR000DKV	23.0	3.0	23	CTCF	9846.042	10292.0	10292.0	88	164	0	GM12878	bad
chr10_42866813_42866901	-2.248	-0.064	chr10	42866813	42866901	CTCF_ENCSR000DRZ	19.0	4.0	19	CTCF	9846.042	10292.0	10292.0	88	120	0	GM12878	bad
chr10_44236611_44237265	1.28	-0.011	chr10	44236611	44237265	CTCF	7.0	17.0	17	CTCF	514.508	518.5	518.5	654	557	0	HepG2	bad
chr10_50660262_50660378	5.17	-0.01	chr10	50660262	50660378	CTCF_ENCSR000DKV	1.0	36.0	36	CTCF	5635.001	5673.0	5673.0	116	169	0	GM12878	bad
chr10_50660262_50660378	4.858	-0.01	chr10	50660262	50660378	CTCF_ENCSR000DRZ	1.0	29.0	29	CTCF	5635.001	5673.0	5673.0	116	124	0	GM12878	bad
chr10_5094239_5094383	-2.138	0.07	chr10	5094239	5094383	CTCF	22.0	5.0	22	CTCF	557.0	530.797	557.0	144	571	0	HepG2	bad
chr10_5283644_5283730	-1.707	0.011	chr10	5283644	5283730	CTCF	111.0	34.0	111	CTCF	8374.0	8312.006	8374.0	86	573	0	HepG2	bad
chr10_5305411_5305620	-2.415	0.005	chr10	5305411	5305620	CTCF	16.0	3.0	16	CTCF	1695.125	1688.878	1695.125	209	575	0	HepG2	bad
chr10_55263759_55264325	1.452	0.022	chr10	55263759	55264325	CTCF	34.0	93.0	93	CTCF	1046.5	1031.015	1046.5	566	576	0	HepG2	bad
chr10_55740909_55741015	2.737	-0.055	chr10	55740909	55741015	CTCF_ENCSR000DKV	3.0	20.0	20	CTCF	5113.033	5313.0	5313.0	106	170	0	GM12878	bad
chr10_57657282_57657364	1.459	-0.036	chr10	57657282	57657364	CTCF_ENCSR000AKB	12.0	33.0	33	CTCF	10083.016	10341.0	10341.0	82	70	0	GM12878	bad
chr10_5813345_5813825	-1.503	0.003	chr10	5813345	5813825	CTCF	17.0	6.0	17	CTCF	1538.0	1535.003	1538.0	480	582	0	HepG2	bad
chr10_58484694_58484742	-4.087	-0.049	chr10	58484694	58484742	CTCF	17.0	1.0	17	CTCF	207.784	215.0	215.0	48	583	0	HepG2	bad
chr10_5959718_5959798	3.322	-0.036	chr10	5959718	5959798	CTCF	9.0	90.0	90	CTCF	993.025	1018.0	1018.0	80	587	0	HepG2	bad
chr10_6173296_6173374	1.04	-0.058	chr10	6173296	6173374	CTCF	53.0	109.0	109	CTCF	3294.037	3429.0	3429.0	78	590	1	HepG2	good
chr10_6173296_6173374	1.04	-0.058	chr10	6173296	6173374	CTCF	53.0	109.0	109	CTCF	3294.037	3429.0	3429.0	78	590	0	HepG2	bad
chr10_62748551_62748760	2.415	0.008	chr10	62748551	62748760	CTCF	3.0	16.0	16	CTCF	342.75	340.756	342.75	209	594	0	HepG2	bad
chr10_63465001_63465675	-1.843	-0.025	chr10	63465001	63465675	CTCF	61.0	17.0	61	CTCF	904.017	920.0	920.0	674	595	0	HepG2	bad
